Ō victōrum Prōpugnātrix, ^ O Champion of those victorious, 
nōs ut servī tam redemptī, ^ we as servants now redeemed,
tibī, Rēgīna, nunc cantāmus; ^ to thee, O Queen, now sing,
sed infirmī adhūc, ergō, ^ but we still weak, therefore, 
tū potentiā invictā, ^ thou with power that is uncqnquered,
salvā quī ad tē clāmantēs: ^ save those who cry to thee: 
«Āve sponsa insponsāta». ^ "Hail, Bride Unwedded."
