1 ^ Confitébor tìbi, Dòmine, in toto corde meo~; in consìlio justórum et congregaçióne. 
2 ^ Magna ópera Dòmini, exquisíta in òmnes voluntátes ejus. 
3 ^ Confèssio et magnifiċènçia opus ejus, et justìçia ejus mànet in sáeculum sáeculi. 
4 ^ Memóriam feċit mirabílium suórum~; misèricors et miserátor Dòminus. 
5 ^ Éscam dèdit timèntibus se. Mèmor èrit in sáeculum testamènti sui. 
6 ^ virtútem óperum suórum adnunçiábit pòpulo suo, 
7 ^ ut det illïs hereditátem ġèntium~; ópera mànuum ejus vèritas et judìċium. 
8 ^ Fidélia òmnia mandáta ejus, confirmáta in sáeculum sáeculi, fàcta in veritáte et aequitáte. 
9 ^ Redempçiónem misit pòpulo suo~; mandávit in aetèrnum testamèntum suum. sanctum, et terrìbile nomen ejus. 
10 ^ Inìtium sapiènçiae tìmor Dòmini~; intelléctus bonus òmnibus faċièntibus eum. Laudáçio ejus mànet in sáeculum sáeculi. 
