2 ^ Exaltábo te, Dòmine, quóniam susčepìsti me~; nec delectavìsti inimícos meos super me. 
3 ^ Dòmine Deus meus, clamávi ad te, et sanavìsti me. 
4 ^ Dòmine eduxìsti ab infèrno ànimam meam~; salvavìsti me a desčendèntibus in lacum. 
5 ^ Psàllite Dòmino, sancti ejus, et confitémini memóriae sanctitátis ejus. 
6 ^ Quóniam ira in indignațióne ejus, et vita in voluntáte ejus. Ad vèsperum demorábitur fletus, et ad matutínum laetìția. 
7 ^ Ego autem dixi in abundànția mea, «~Non movébor in aetèrnum.~»
8 ^ Dòmine, in voluntáte tua, praestitìsti decóri meo virtútem. Avertìsti fàčiem tuam a me, et fàctus sum conturbátus. 
9 ^ Ad te, Dòmine, clamábo, et ad Deum meum deprecábor. 
10 ^ ¿~Quae utìlitas in sángüine meo, dum desčèndo in corrupțiónem~? ¿~Numquid confitébitur tìbi pùlvis, aut adnunțiábit veritátem tuam~? 
11 ^ Audívit Dòminus, et misèrtus est mei~; Dòminus fàctus est adjútor meus. 
12 ^ Convertuìsti planctum meum in gáudium mìhi~; consčidìsti saccum meum, et čircumdedìsti me laetìția, 
13 ^ ut cantet tìbi glória mea, et non compungar~; Dòmine Deus meus, in aetèrnum confitébor tìbi. 
