1 ^ Laudáte Dòminum in sanctïs ejus~; laudáte eum in firmamènto virtútis ejus. 
2 ^ Laudáte eum in virtútibus ejus~; laudáte eum secùndum multitúdinem magnitúdinis ejus. 
3 ^ Laudáte eum in sono tubae~; laudáte eum in psaltério et zìthara. 
4 ^ Laudáte eum in tỳmpano et choro~; laudáte eum in chordïs et órgano. 
5 ^ Laudáte eum in čìmbalïs bène sonàntibus~; laudáte eum in čỳmbalïs jubilațiónis. 
6 ^ Òmnis spíritus laudet Dòminum. Allelúja. 
