136 ^ Hìmnum cantáte nobîs de cánticîs Siónis 
137 ^ In conspèctu anǧelórum psallem tìbi, Deus meus 
138 ^ Dòmine, probavìsti me, et cognovìsti me 
139 ^ A vìro iníqvo líbera me, Dòmine 
140 ^ Dòmine, clamávi ad te, exáudi me 
141 ^ Pórṭio mea, Dòmine, sit in terra vivèntium 
143 ^ Benedìctus Dòminus, Deus meus 
144 ^ Per sìngulos dies benedícem te, Dòmine 
145 ^ Laudábo Deum in vita mea 
146 ^ Deo nostro jucùnda sit laudáṭio 
