2 ^ Quum invocárem exaudívit me Deus justìçiae meae, in tribulaçióne dilatavìsti mìhi. Miserére mei, et exáudi oraçiónem meam. 
3 ^ ¿~Fílii hòminum úsquequo gravi corde~? Ut quid dilìgitis vanitátem, et quáeritis mendáċium~? 
4 ^ Et scitóte quóniam mirificávit Dòminus sanctum suum~; Dòminus exáudiet me quum clamávero ad eum. 
5 ^ Irascìmini, et nolíte peccáre~; quae dícitis in córdibus vèstrïs, in cubílibus vèstrïs compungìmini. 
6 ^ Sacrificáte sacrifìċium justìçiae, et speráte in Dòmino. 
7 ^ Mùlti dicunt, «~¿~Quìs ostèndit nobïs bona~?~». Signátum est super nos lumen vùltüs tui, Dòmine. 
8 ^ Dedìsti laetìçiam in corde meo~; a fructu frumènti, vini, et ólei sui, multiplicáti sunt. 
9 ^ In paċe in idìpsum dórmiem et requiéscem, quóniam tu, Dòmine, singuláriter in spe constituvìsti me. 
