2 ^ ¿~Úsquequo, Dòmine, obliviscéris me in finem~? ¿~Úsquequo avèrtis fàčiem tuam a me~? 
3 ^ ¿~Quámdiu ponem consìlia in ànima mea, dolórem in corde meo per diem~? ¿~Úsquequo exaltábitur inimícus meus super me~? 
4 ^ Rèspiče, et exáudi me, Dòmine Deus meus. Illúmina òculos meos, ne umquam obdórmiam in morte, 
5 ^ nequándo dícat inimícus meus, «~Praeválui advèrsus eum~»~; qui trìbulant me, exsultábunt si motus fúero. 
6 ^ Ego autem in misericórdia tua sperávi~; exsultábit cor meum in salutári tuo. Cantábo Dòmino qui bona trìbuit mìhi, et psallem nómini Dòmini altìssimi. 
