1 ^ Crédidi, pròpter qŭod locútus sum~; ego aŭtem humiliátus sum nìmis. ^ I have believed, therefore have I spoken~; but I have been humbled exceedingly.
2 ^ Ego dixi in excèssu meo, «~Òmnis hòmo mendax.~»^ I said in my excess, "Every man is a liar."
3 ^ ¿~Qŭid retrìbuem Dòmino, pro òmnibus qŭaĕ retrìbuit mìchi~? ^ What shall I render to the Lord, for all that he renders unto me~?
4 ^ Cálicem salutáris accìpiem, et nomen Dòmini invocábo. ^ I will take the chalice of salvation~; and I will call upon the name of the Lord.
5 ^ Vota mea Dòmino reddem coram òmni pòpulo ejus. ^ I will pay my vows to the Lord before all his people.
6 ^ Prețiósa in conspèctu Dòmini mors sanctórum ejus. ^ Precious in the sight of the Lord is the death of his saints.
7 ^ O Dòmine, qŭia ego sèrvus tuus~; ego sèrvus tuus, et fílius ancìllaĕ tuaĕ~; dirupìsti vìncula mea. ^ O Lord, for I am thy servant~; I am thy servant, and the son of thy handmaid~; thou hast broken my bonds.
8 ^ Tìbi sacrificábo hóstiam laŭdis, et nomen Dòmini invocábo. ^ I will sacrifice to thee the sacrifice of praise, and I will call upon the name of the Lord.
9 ^ Vota mea Dòmino reddem in conspèctu òmnis pòpuli ejus, ^ I will pay my vows to the Lord in the sight of all his people,
10 ^ in átriîs domûs Dòmini, in mèdio tui, Jerúsalim. ^ In the courts of the house of the Lord, in the midst of thee, O Jerusalem.
