2 ^ Sàlvum me fac, Dòmine, quóniam deféċit sanctus, quóniam diminútae sunt veritátes a fíliïs hòminum. 
3 ^ Vana locúti sunt unusquìsque ad pròximum suum~; lábia dolósa, in corde et corde locúti sunt. 
4 ^ Dispèrdat Dòminus univèrsa lábia dolósa, et lìngüam magnìloquam. 
5 ^ Qui dixérunt, «~Lìngüam nostram magnificábimus~; lábia nostra a nobïs sunt. ¿~Quìs noster Dòminus est~?~». 
6 ^ «~Pròpter misèriam ìnopum, et ġèmitum páuperum, nunc exsùrgem~», dicit Dòminus; «~Ponem in salutári~; fiduċiáliter agam in eo.~» 
7 ^ Elóquia Dòmini, elóquia casta~; arġèntum ìgne examinátum, probátum terrae, purgátum septùplum. 
8 ^ Tu, Dòmine, servábis nos, et custódies nos a ġeneraçióne hac in aetèrnum. 
9 ^ In çircùmitu ìmpii àmbulant~; secùndum altitúdinem tuam multiplicavìsti fílios hòminum. 
