3 ^ Deus, in nómine tuo salvum me fac, et in virtúte tua júdica me. ^ Save me, O God, by thy name, and judge me in thy strength.
4 ^ Deus exáŭdi oratiónem meam~; áŭribus pèrcipe vèrba oris mei. ^ O God, hear my prayer~; give ear to the words of my mouth.
5 ^ Qŭóniam aliéni insurrexérunt advèrsum me, et fortes qŭaĕsivérunt ánimam meam, et non proposuérunt Deum ante conspectum suum. ^ For strangers have risen up against me, and the mighty have sought after my soul, and they have not set God before their eyes.
6 ^ Ecce ènim Deus ádjuvat me, et Dòminus suscèptor est ánimaĕ meaĕ. ^ For behold God is my helper, and the Lord is the protector of my soul.
7 ^ Avèrte mala inimícîs meîs, et in veritáte tua dispèrde illos. ^ Turn back the evils upon my enemies, and cut them off in thy truth.
8 ^ Voluntárie sacrificábo tìbi, et confitébor nómini tuo Dòmine, qŭóniam bonum est~; ^ I will freely sacrifice to thee, and will give praise, O God, to thy name, because it is good~;
9 ^ qŭóniam ex òmni tribulatióne eripuìsti me, et super inimícos meos despèxit òculus meus. ^ for thou hast delivered me out of all trouble, and my eye hath looked down upon my enemies.
