3 ^ Deus, in nómine tuo sàlvum me fac, et in virtúte tua júdica me. 
4 ^ Deus exáudi oraziónem meam~; áuribus pèrcipe vèrba oris mei. 
5 ^ Quóniam aliéni insurrexérunt advèrsum me, et fortes quaesivérunt ànimam meam, et non proposuérunt Deum ànte conspèctum suum. 
6 ^ Ecçe ènim Deus àdjuvat me, et Dòminus susçèptor est ànimae meae. 
7 ^ Avèrte màla inimícîs meîs, et in veritáte tua dispèrde illos. 
8 ^ Voluntárie sacrificábo tìbi, et confitébor nómini tuo Dòmine, quóniam bonum est~; 
9 ^ quóniam ex òmni tribulazióne eripuìsti me, et super inimícos meos despèxit òculus meus. 
