1 ^ Dixit Dòminus Dòmino meo, «~Sede a dèxtrïs meïs, donec ponam inimícos tuos scabèllum pèdum tuórum.~»
2 ^ Vìrgam virtútis tuae emìttet Dòminus e Sióne~; domináre in mèdio inimicórum tuórum. 
3 ^ Tecum prinċìpium in die virtútis tuae, in splendóribus sanctórum~; ex útero ànte luċìferum ġènui te. 
4 ^ Jurávit Dòminus et non poenitébit eum, «~Tu es sáċerdos in aetèrnum secùndum órdinem Melcisedécis.~»
5 ^ Dòminus a dèxtrïs tuïs~; confrégit in die irae suae reġes. 
6 ^ Judicábit in naçiónibus, implébit ruínas~; conquassábit cápita in terra multórum. 
7 ^ De torrènte in via bìbet~; proptèrea exaltábit caput. 
