1 ^ Laudāte Dominum omnēs Gentēs~; laudāte eum omnēs populī, ^ O Praise the Lord, all ye nations~; praise him, all ye people,
2 ^ quoniam confirmāta est super nōs misericordia ejus, et vēritās Dominī manet in aeternum. ^ for his mercy is confirmed upon us, and the truth of the Lord remaineth for ever.
