3 ^ Psalmus Davídi quum fúğeret a fàçie Absalómis fílii sui
4 ^ In finem in carmìnibus psalmus Davídi
5 ^ In finem pro ea quae hereditátem consèquitur psalmus Davídi
6 ^ In finem in carmìnibus pro octáva psalmus Davídi
7 ^ Psalmus Davídi quem cantávit dòmino pro vèrbîs Cusi fílii Jèmini
8 ^ In finem pro torculáribus psalmus Davídi
9 ^ In finem pro occùltîs fílii psalmus Davídi
10 ^ In finem psalmus Davídi
11 ^ In finem pro octáva psalmus Davídi
12 ^ In finem psalmus Davídi
13 ^ In finem psalmus Davídi
14 ^ Psalmus Davídi
15 ^ Tìtuli inscrípzio ìpsi Davídi
16 ^ Orázio Davídis
17 ^ In finem púero Dòmini Davídi qui locútus est dòmino vèrba càntici hujus ìndie qua erìpuit eum dòminus de mànu òmnium inimicórum ejus et de mànu Saúlis et dixit
18 ^ In finem psalmus Davídi
19 ^ In finem psalmus Davídi
20 ^ In finem psalmus Davídi
21 ^ In finem pro susçepzióne matutína psalmus Davídi
22 ^ Psalmus Davídi
23 ^ Prima sàbbati psalmus Davídi
24 ^ In finem psalmus Davídi
25 ^ In finem psalmus Davídi
26 ^ Psalmus Davídi priùsquam linerétur
27 ^ Psalmus ìpsi Davídi
28 ^ Psalmus Davídi in consummazióne tabernáculi
29 ^ Psalmus càntici in dedicazióne domus Davídis
30 ^ In finem psalmus Davídi pro èxtase
31 ^ Ìpsi Davídi intelléctus
32 ^ Psalmus Davídi
33 ^ Davídi quum immutávit vùltum suum coram Abimeléco et dímisit eum et abívit
34 ^ Ìpsi Davídi
35 ^ In finem servo Dòmini ìpsi Davídi
36 ^ Ìpsi Davídi
37 ^ Psalmus Davídi in rememoraziónem de sàbbato
38 ^ In finem ìpsi Idithúno cànticum Davídi
39 ^ In finem Davídi psalmus
40 ^ In finem psalmus ìpsi Davídi
41 ^ In finem intelléctus fíliîs Coréhis
42 ^ Psalmus Davídi
43 ^ In finem fíliîs Coréhis ad intelléctum
44 ^ In finem pro eîs qui commutabùntur fíliîs Coréhis ad intelléctum cànticum pro dilécto
45 ^ In finem fíliîs Coréhis pro arcánîs psalmus
46 ^ In finem fíliîs Coréhis pro arcánîs psalmus
47 ^ Psalmus càntici fíliîs Coréhis secùnda sàbbati
48 ^ In finem fíliîs Coréhis psalmus
49 ^ Psalmus Asáphi
50 ^ In finem psalmus Davídi quum vênit ad eum Nathánus prophéta quando intrávit ad Betsábeam
51 ^ In finem intelléctus Davídi quum vênit Doeg Idumáeus et adnunziávit Saúli vênit David in domum Abimeléci
52 ^ In finem pro Mahalátho intellegènziae Davídi
53 ^ In finem in carmìnibus intelléctûs Davídi quum vênìssent Zipháei et dixìssent ad Saúlem nonne David abscònditus est àpud nos
54 ^ In finem in carmìnibus intelléctûs Davídi
55 ^ In finem pro pòpulo qui a sanctis longe factus est Davídi in tìtuli inscripziónem quum tenuérunt eum Philistáei in Gathe
56 ^ In finem ne dispèrdas Davídi in tìtuli inscripziónem quum fúğeret a fàçie Saúle in spelúnxam
57 ^ In finem ne dispèrdas Davídi in tìtuli inscripziónem
58 ^ In finem ne dispèrdas Davídi in tìtuli inscripziónem quando misit Saul et custodívit domum ejus ut eum interfìçeret
59 ^ In finem pro hîs qui immutabùntur in tìtuli inscripziónem ìpsi Davídi in doctrínam quum sucçènsit Mesopotámiam Síriae et Síriam Sobam et convèrtuit Joab et percùssit vallem salinárum duódecim mìllia
60 ^ In finem in hìmnîs Davídi
61 ^ In finem pro Idithúno Psalmus Davídi
62 ^ Psalmus Davídi quum esset in desèrto Judéae
63 ^ In finem psalmus Davídi
64 ^ In finem psalmus Davídi cànticum Jeremíae et Ezeciélis pòpulo transmigraziónis quum inçìperent exíre
65 ^ In finem cànticum psalmi resurrecziónis
66 ^ In finem in hìmnîs psalmus càntici
67 ^ In finem Davídi psalmus càntici
68 ^ In finem pro hîs qui commutabùntur Davídi
69 ^ In finem Davídi in rememorazióne quod sàlvum me féçerit dòminus
