1 ^ Ad te levávi òculos meos, qui hábitas in ċaelïs. 
2 ^ Ecċe sicut òculi servórum in mànibus dominórum suórum~; sicut òculi anċìllae in mànibus dòminae suae, ita òculi nostri ad Dòminum Deum nostrum, donec mizereátur nostri. 
3 ^ Mizerére nostri, Dòmine, mizerére nostri, quia mùltum repléti sùmus despecçióne. 
4 ^ Quia mùltum repléta est ànima nostra~; oppróbrium abundàntibus, et despècçio supèrbïs. 
