1 ^ Inclína, Dòmine, aurem tuam, et exáudi me, quóniam inops et pauper sum ego. 
2 ^ Custódi ànimam meam, quóniam sanctus sum~; sàlvum fac servum tuum, Deus meus, speràntem in te. 
3 ^ Mizerére mei, Dòmine, quóniam ad te clamávi tota die. 
4 ^ Laetìfica ànimam sèrvi tui, quóniam ad te, Dòmine, ànimam meam levávi. 
5 ^ Quóniam tu, Dòmine, süávis et mítis, et mùltae mizericórdiae òmnibus invocàntibus te. 
6 ^ Áuribus pèrċipe, Dòmine, oraçiónem meam, et intènde voċi deprecaçiónis meae. 
7 ^ In die tribulaçiónis meae clamávi ad te, quia exaudivìsti me. 
8 ^ Non est sìmilis tui in deïs, Dòmine, et non est secùndum ópera tua. 
9 ^ Òmnes ġèntes quascùmque feċìsti vènient, et adorábunt coram te, Dòmine, et glorificábunt nomen tuum. 
10 ^ Quóniam magnus es tu, et fàċiens mirabìlia~; tu es Deus solus. 
11 ^ Dedúce me, Dòmine, in via tua, et ingrédier in veritáte tua~; laetétur cor meum ut tìmeat nomen tuum. 
12 ^ Confitébor tìbi, Dòmine Deus meus, in toto corde meo, et glorificábo nomen tuum in aetèrnum~; 
13 ^ quia mizericórdia tua magna est super me, et eruvìsti ànimam meam ex infèrno inferióri. 
14 ^ Deus, iníqui insurrexérunt super me, et synagóga potentium quaesivérunt ànimam meam, et non proposuérunt te in conspèctu suo. 
15 ^ Et tu, Dòmine Deus, mizerátor et mizèricors~; pàtiens, et mùltae mizericórdiae, et verax. 
16 ^ Rèspiċe in me, et mizerére mei~; da impèrium tuum púero tuo, et sàlvum fac fílium anċìllae tuae. 
17 ^ Fac mecum sìgnum in bonum, ut vìdeant qui odérunt me, et confundàntur~; quóniam tu, Dòmine, adjuvìsti me, et consolátus es me. 
