* ^ Exultavit cor meum in Domino, et exaltatum est cornu meum in Deo meo; dilatatum est os meum super inimicos meos: quia lætata sum in salutari tuo. ^ *
* ^ Non est sanctus, ut est Dominus, neque enim est alius extra te, et non est fortis sicut Deus noster.
* ^ Nolite multiplicare loqui sublimia gloriantes; recedant vetera de ore vestro: quia Deus scientiarum Dominus est, et ipsi præparantur cogitationes.
12 ^ Arcus fortium superatus est, et infirmi accincti sunt robore. ^
11 ^ Repleti prius, pro panibus se locaverunt: et famelici saturati sunt ^
10 ^ dōnec sterilis peperit plurimos: et quæ multos habebat filios, infirmata est. ^
9 ^ Dominus mortificat et vivificat; deducit ad inferos et reducit. ^
8 ^ Dominus pauperem facit et ditat, humiliat et sublevat. Suscitat de pulvere egenum, et de stercore elevat pauperem: ^
7 ^ ut sedeat cum principibus, et solium gloriæ teneat. ^ 
6 ^ Domini enim sunt cardines terrae, et posuit super eos orbem. ^
5 ^ Pedes sanctorum suorum servabit, et impii in tenebris conticescent: quia non in fortitudine sua roborabitur vir. ^
4 ^ Dominum formidabunt adversarii ejus: et super ipsos in cælis tonabit. ^
3 ^ Dominus judicabit fines terræ, et dabit imperium regi suo, et sublimabit cornu christi sui. ^
2 ^ Glōria Patrī et Fīliō et Spīrituī Sānctō, ^ Glory to the Father and to the Son and to the Holy Spirit,
1 ^ et nunc et semper, et in saecula saeculōrum. Āmen. ^ both now and ever, and unto the ages of ages. Amen.
